All Starting Pitchers   Projections Standard Categories
Avail,Player,INNs,APP,GS,QS,CG,W,L,S,BS,K,BB,H,ERA,WHIP,Rank,
User Abuser,Trevor Bauer SP | CIN ,192,32,32,22,1,12,10,0,0,212,66,173,3.88,1.24,74
User Abuser,Sonny Gray SP | CIN ,159,31,31,17,0,11,9,0,0,175,56,139,3.66,1.22,75
Los Cerveceros,Brandon Woodruff SP | MIL ,146,30,30,13,0,10,7,0,0,149,48,145,4.30,1.32,80
Los Cerveceros,Mike Soroka SP | ATL ,164,30,30,20,0,11,5,0,0,153,51,150,3.29,1.22,90
Los Cerveceros,Jose Berrios SP | MIN ,193,33,33,23,1,17,7,0,0,202,65,181,3.54,1.27,96
Sofa Kings,Frankie Montas SP | OAK ,162,30,30,22,0,14,8,0,0,151,46,168,3.38,1.32,100
W ,Corey Kluber SP | TEX,170,30,30,21,1,14,9,0,0,175,59,184,4.61,1.43,101
User Abuser,Lance Lynn SP | TEX ,162,29,29,17,0,12,10,0,0,164,58,173,4.66,1.42,102
EVIL EMPIRE ,Carlos Carrasco SP | CLE ,168,29,29,13,2,15,10,0,0,187,37,157,3.91,1.15,112
Disco Bush Horticulturists,Zack Wheeler SP | PHI,194,33,33,22,0,13,8,0,0,211,52,194,3.76,1.27,120
Floaters and Sinkers,Shohei Ohtani DH | LAA ,135,27,27,14,0,9,8,0,0,149,43,115,3.79,1.17,121
Floaters and Sinkers,Zac Gallen SP | ARI ,170,32,32,12,0,8,10,0,0,184,65,143,3.54,1.22,122
Crime Pays,Madison Bumgarner SP | ARI ,170,30,30,20,0,10,7,0,0,165,48,163,3.76,1.24,123
Tittys Warriors,Hyun-Jin Ryu SP | TOR ,165,30,30,23,1,11,8,0,0,151,43,174,3.59,1.31,125
Sofa Kings,Max Fried SP | ATL ,156,30,30,15,1,14,9,0,0,158,49,152,3.52,1.29,135
Orange-a-Tangs,Julio Urias RP | LAD ,136,29,29,9,0,9,5,0,0,144,37,116,3.16,1.12,136
Tittys Warriors,Eduardo Rodriguez SP | BOS ,165,30,30,14,0,13,9,0,0,170,61,165,3.97,1.36,138
Crime Pays,David Price SP | LAD ,133,27,27,15,0,14,4,0,0,148,30,128,3.64,1.18,147
Whiteness,Kyle Hendricks SP | CHC,168,30,30,18,1,13,9,0,0,160,37,164,3.86,1.20,148
Sofa Kings,German Marquez SP | COL ,182,31,31,17,1,12,8,0,0,199,47,178,4.24,1.23,149
W ,James Paxton SP | NYY ,136,26,26,13,1,12,5,0,0,165,45,130,3.83,1.28,150
User Abuser,Mike Minor SP | TEX ,172,30,30,16,1,13,9,0,0,159,55,179,4.13,1.36,151
W ,Luke Weaver SP | ARI ,137,29,29,14,0,10,8,0,0,143,40,138,4.06,1.30,153
Los Cerveceros,Matthew Boyd SP | DET ,174,33,33,17,0,8,13,0,0,191,51,175,4.74,1.29,154
Orange-a-Tangs,Sean Manaea SP | OAK ,175,31,31,19,1,17,9,0,0,139,42,168,3.49,1.20,156
Floaters and Sinkers,Dinelson Lamet SP | SD,172,33,33,12,0,12,9,0,0,188,55,152,3.76,1.20,157
W ,Robbie Ray SP | ARI ,152,31,31,11,0,12,5,0,0,189,61,142,4.01,1.33,160
Shits & Giggles,Kenta Maeda SP | MIN ,146,29,29,10,0,11,7,0,0,152,48,147,4.11,1.33,162
EVIL EMPIRE ,Lance McCullers SP | HOU ,177,32,32,21,0,16,8,0,0,197,62,157,4.02,1.24,174
W ,Marcus Stroman SP | NYM ,173,32,32,18,0,11,12,0,0,164,55,178,3.84,1.34,180
Disco Bush Horticulturists,Dallas Keuchel SP | CHW ,175,31,31,21,0,12,10,0,0,148,68,173,4.15,1.37,181
Whiteness,Mike Foltynewicz SP | ATL ,155,29,29,12,1,12,8,0,0,149,53,135,3.60,1.21,187
W ,Masahiro Tanaka SP | NYY ,161,29,29,15,1,13,7,0,0,156,41,156,3.95,1.22,188
Old Dirty Bugg,Jake Odorizzi SP | MIN ,164,33,33,11,0,14,8,0,0,173,61,162,4.10,1.35,203
W ,Cole Hamels SP | ATL ,150,29,29,15,0,9,7,0,0,157,54,155,3.71,1.39,205
W ,Dylan Bundy SP | LAA ,164,32,32,14,0,15,9,0,0,175,55,162,4.21,1.32,230
Crime Pays,Joe Musgrove SP | PIT ,174,33,33,20,0,11,13,0,0,162,39,175,3.98,1.23,234
W ,Alex Wood SP | LAD ,132,26,26,12,0,11,4,0,0,126,33,127,3.46,1.21,235
W ,Ryan Yarbrough RP | TB ,153,30,30,15,0,9,8,0,0,153,30,147,4.22,1.15,243
W ,Anthony DeSclafani SP | CIN ,150,29,29,10,0,10,8,0,0,160,43,145,4.08,1.25,245
Crime Pays,Andrew Heaney SP | LAA ,156,30,30,13,0,9,9,0,0,181,49,151,4.21,1.28,248
W ,Jon Gray SP | COL ,183,33,33,19,0,13,11,0,0,190,64,188,4.72,1.38,251
Disco Bush Horticulturists,Miles Mikolas SP | STL ,146,26,26,16,1,9,9,0,0,124,31,150,3.80,1.23,254
Shits & Giggles,Caleb Smith SP | MIA ,161,33,33,13,0,10,13,0,0,163,65,151,4.29,1.34,256
W ,Dakota Hudson SP | STL ,165,32,32,18,0,13,10,0,0,135,70,170,3.92,1.45,260
W ,Adrian Houser SP | MIL ,132,30,30,4,0,6,7,0,0,132,41,121,3.66,1.22,261
W ,Michael Pineda SP | MIN ,109,22,22,12,0,10,4,0,0,109,24,115,4.20,1.27,262
Shits & Giggles,Brendan McKay SP | TB ,129,29,29,7,0,8,8,0,0,128,46,126,4.17,1.33,267
W ,Sandy Alcantara SP | MIA ,191,33,33,16,2,8,12,0,0,163,76,189,4.23,1.38,269
W ,Griffin Canning SP | LAA ,106,22,22,8,0,6,7,0,0,117,39,93,4.16,1.25,270
Los Cerveceros,Yonny Chirinos SP | TB ,65,25,15,7,0,6,4,0,0,56,15,57,3.86,1.10,271
Orange-a-Tangs,Garrett Richards SP | SD,117,29,29,6,0,6,8,0,0,122,45,125,5.06,1.45,272
Orange-a-Tangs,Mitch Keller SP | PIT ,137,30,30,7,0,6,10,0,0,141,41,162,5.10,1.47,273
EVIL EMPIRE ,Michael Kopech SP | CHW ,50,25,12,5,0,4,4,0,0,53,16,51,4.32,1.34,274
Whiteness,Domingo German SP | NYY ,24,12,5,2,0,3,2,0,0,30,7,20,4.01,1.09,275
W ,Jose Urquidy SP | HOU ,151,29,29,12,0,12,5,0,0,156,34,123,3.16,1.04,314
W ,Aaron Civale SP | CLE ,157,29,29,16,0,11,9,0,0,154,41,139,3.66,1.14,385
Tittys Warriors,Zach Eflin SP | PHI ,154,29,29,15,1,14,10,0,0,147,42,152,3.72,1.25,390
Whiteness,Jose Quintana SP | CHC ,163,32,32,16,0,15,9,0,0,167,50,165,4.02,1.32,396
W ,Anibal Sanchez SP | WAS ,154,29,29,14,0,10,8,0,0,148,46,138,3.32,1.19,404
Orange-a-Tangs,Joey Lucchesi SP | SD,163,32,32,12,0,13,9,0,0,160,51,156,3.90,1.26,409
W ,Merrill Kelly SP | ARI ,160,29,29,15,0,14,10,0,0,156,49,161,4.22,1.31,431
Orange-a-Tangs,Steven Matz SP | NYM ,146,29,29,15,1,10,8,0,0,154,45,141,3.57,1.27,432
W ,Jordan Montgomery SP | NYY ,146,29,29,11,0,11,5,0,0,131,48,133,3.57,1.24,435
W ,Homer Bailey SP | MIN ,147,29,29,13,0,15,7,0,0,136,44,152,4.15,1.33,437
W ,Zach Plesac SP | CLE ,154,29,29,12,1,10,9,0,0,143,49,144,3.73,1.25,452
W ,Rick Porcello SP | NYM ,151,29,29,13,0,12,10,0,0,140,37,155,4.17,1.27,461
Tittys Warriors,J.A. Happ SP | NYY ,150,29,29,11,0,13,7,0,0,153,48,151,4.43,1.32,464
W ,Jon Lester SP | CHC ,170,32,32,16,0,15,9,0,0,160,56,194,4.11,1.46,466
Sofa Kings,Mike Fiers SP | OAK ,150,29,29,18,1,11,6,0,0,117,44,147,3.65,1.27,473
W ,Jeff Samardzija SP | SF,152,30,30,12,0,9,12,0,0,124,48,140,3.55,1.24,477
W ,Julio Teheran SP | LAA ,149,29,29,16,0,9,9,0,0,149,59,131,3.92,1.27,480
W ,Jordan Yamamoto SP | MIA ,136,29,29,9,0,7,10,0,0,132,58,101,3.75,1.16,490
User Abuser,Matt Shoemaker SP | TOR ,156,30,30,12,0,9,13,0,0,139,58,143,4.02,1.28,510
W ,Kyle Wright SP | ATL ,154,29,29,12,0,8,8,0,0,136,54,141,3.92,1.27,515
W ,Joe Ross RP | WAS ,150,29,29,11,0,10,10,0,0,134,50,152,4.14,1.35,529
Orange-a-Tangs,Johnny Cueto SP | SF ,142,30,30,11,0,8,11,0,0,113,45,136,3.68,1.27,530
W ,Adam Wainwright SP | STL ,143,27,27,14,0,11,10,0,0,143,52,156,4.15,1.45,534
Whiteness,Marco Gonzales SP | SEA ,163,30,30,17,0,13,11,0,0,128,47,186,4.34,1.42,537
Old Dirty Bugg,John Means SP | BAL ,147,30,30,13,0,10,12,0,0,121,44,153,4.14,1.33,539
W ,Chase Anderson SP | TOR,144,30,30,7,0,8,6,0,0,123,54,134,3.93,1.30,543
Los Cerveceros,Wade Miley SP | CIN ,141,30,30,13,0,10,6,0,0,120,47,148,3.96,1.38,544
Tittys Warriors,Jake Arrieta SP | PHI ,144,27,27,13,0,10,9,0,0,140,48,155,4.29,1.40,546
Floaters and Sinkers,Eric Lauer SP | MIL ,138,29,29,10,0,10,8,0,0,131,54,145,4.04,1.44,554
W ,Martin Perez SP | BOS ,141,29,29,11,0,9,7,0,0,140,63,139,4.14,1.43,562
Floaters and Sinkers,Vince Velasquez SP | PHI,126,29,29,6,0,8,9,0,0,141,46,128,4.42,1.38,569
W ,Tanner Roark SP | TOR ,164,31,31,12,0,11,10,0,0,151,54,185,4.55,1.46,578
W ,Asher Wojciechowski SP | BAL ,147,32,32,9,0,10,14,0,0,128,53,150,4.53,1.38,583
Tittys Warriors,Brad Keller SP | KC ,177,33,33,18,0,11,12,0,0,139,69,193,4.21,1.47,587
User Abuser,Brett Anderson SP | MIL ,147,29,29,16,0,10,9,0,0,116,47,155,4.45,1.37,595
Whiteness,Zach Davies SP | SD,138,29,29,8,0,8,9,0,0,116,40,148,4.17,1.36,602
W ,Reynaldo Lopez SP | CHW ,153,29,29,16,1,10,9,0,0,142,60,164,4.57,1.46,606
W ,Chad Green RP | NYY ,61,53,0,0,0,5,2,1,0,84,16,59,3.79,1.22,616
W ,Pablo Lopez SP | MIA,139,29,29,14,0,9,9,0,0,118,35,150,4.86,1.33,626
Whiteness,Chris Archer SP | PIT ,162,32,32,13,0,6,10,0,0,181,60,172,4.76,1.43,639
W ,Jose Urena SP | MIA,137,27,27,15,0,10,11,0,0,113,45,149,4.80,1.42,649
Old Dirty Bugg,Kevin Gausman SP | SF,143,29,29,14,0,8,11,0,0,127,38,164,4.59,1.41,661
W ,Kyle Gibson SP | TEX,148,29,29,13,0,10,10,0,0,130,52,164,4.85,1.46,663
W ,Noe Ramirez RP | LAA,59,49,0,0,0,6,1,1,0,74,20,56,4.53,1.27,666
Floaters and Sinkers,Jordan Lyles SP | TEX,138,29,29,11,0,9,12,0,0,117,47,148,4.80,1.41,674
W ,Diego Castillo RP | TB,53,53,0,0,0,3,4,4,1,66,20,45,3.54,1.22,675
W ,Trent Thornton SP | TOR ,117,26,26,9,0,7,6,0,0,110,43,119,4.54,1.38,676
Whiteness,Dylan Cease SP | CHW ,144,29,29,10,0,10,11,0,0,142,64,153,5.04,1.50,681
W ,Trevor Williams SP | PIT ,152,29,29,16,0,9,11,0,0,128,51,168,4.74,1.44,687
W ,Randy Dobnak SP | MIN ,68,25,16,5,0,6,4,0,0,60,21,68,3.69,1.30,690
W ,Wilmer Font RP | TOR,91,52,0,0,0,5,2,1,0,98,31,85,4.75,1.27,693
Disco Bush Horticulturists,Jake Junis SP | KC,152,29,29,13,0,9,11,0,0,140,52,173,4.92,1.48,712
Old Dirty Bugg,Nathan Eovaldi SP | BOS ,130,29,29,10,0,7,5,0,0,124,40,141,4.90,1.39,713
W ,Tony Gonsolin SP | LAD ,39,23,11,4,0,6,3,0,0,38,15,32,3.63,1.18,716
Whiteness,Justus Sheffield SP | SEA ,132,27,27,10,0,5,8,0,0,120,40,141,4.36,1.37,717
EVIL EMPIRE ,Taijuan Walker SP | SEA ,148,32,32,12,0,7,9,0,0,120,45,154,4.85,1.34,719
W ,Alex Young SP | ARI ,38,22,9,3,0,6,3,0,0,33,12,33,3.52,1.17,724
Tittys Warriors,Steven Brault SP | PIT ,122,26,26,6,0,4,6,0,0,101,41,126,3.83,1.37,725
W ,Chris Bassitt SP | OAK ,49,25,13,5,0,5,3,0,0,48,17,43,3.65,1.22,727
EVIL EMPIRE ,Ross Stripling RP | LAD ,45,25,13,3,0,4,3,0,0,49,9,45,3.35,1.18,739
EVIL EMPIRE ,Brad Peacock SP | HOU ,45,25,12,5,0,5,6,0,0,55,16,40,4.17,1.24,740
W ,Alex Cobb SP | BAL,155,31,31,15,1,7,14,0,0,121,45,170,4.70,1.39,743
Whiteness,Wade LeBlanc RP | BAL,138,29,29,9,0,7,10,0,0,109,42,153,4.63,1.41,760
W ,Ryne Stanek RP | MIA,57,64,0,0,0,1,2,6,1,70,28,45,3.95,1.28,762
W ,Felix Pena RP | LAA ,68,25,13,3,0,4,4,0,0,69,23,60,4.48,1.21,767
W ,Danny Duffy SP | KC,151,30,30,17,0,8,10,0,0,134,58,173,4.64,1.53,769
W ,Cam Bedrosian RP | LAA ,54,58,0,0,0,3,1,1,0,57,21,49,3.46,1.28,774
W ,Jacob Waguespack SP | TOR,57,25,13,5,0,5,5,0,0,48,20,52,4.11,1.26,779
W ,Kendall Graveman SP | SEA ,143,29,29,11,0,7,12,0,0,122,47,151,5.15,1.38,783
Disco Bush Horticulturists,Freddy Peralta RP | MIL ,51,23,12,4,0,5,3,0,0,68,24,45,4.94,1.35,786
W ,Tyler Beede SP | SF,135,29,29,8,0,6,12,0,0,127,47,154,4.67,1.49,800
W ,Kyle Freeland SP | COL ,146,29,29,14,0,8,11,0,0,115,55,165,4.67,1.50,803
W ,Trevor Richards SP | TB ,50,25,15,5,0,5,4,0,0,50,21,48,4.26,1.36,808
W ,Peter Lambert SP | COL ,126,29,29,5,0,8,7,0,0,106,43,145,4.93,1.49,812
W ,Drew Smyly SP | SF,125,29,29,8,0,5,8,0,0,137,52,137,4.75,1.51,813
W ,Matt Strahm RP | SD,51,25,14,4,0,3,5,0,0,55,12,50,4.21,1.21,820
W ,Austin Voth SP | WAS ,35,22,9,3,0,4,2,0,0,35,12,30,3.86,1.20,822
W ,Bryan Mata SP | BOS ,52,25,13,5,0,5,4,0,0,52,20,51,4.50,1.37,823
W ,Dereck Rodriguez SP | SF ,53,25,14,5,0,6,6,0,0,39,18,53,4.58,1.34,825
W ,Jaime Barria SP | LAA,55,25,13,1,0,6,5,0,0,47,19,55,5.01,1.33,829
W ,Jesse Chavez RP | TEX,85,56,0,0,0,1,2,1,0,83,21,87,4.11,1.27,832
W ,Chi Chi Gonzalez SP | COL,141,29,29,11,0,6,9,0,0,116,59,146,4.72,1.45,838
W ,Daniel Norris SP | DET,121,29,29,4,0,4,11,0,0,118,38,134,4.75,1.42,842
W ,Cal Quantrill SP | SD ,53,25,14,3,0,5,5,0,0,46,14,53,5.09,1.26,855
Los Cerveceros,Mike Montgomery RP | KC,124,29,29,9,0,7,10,0,0,102,35,154,4.71,1.52,859
W ,Framber Valdez RP | HOU ,52,25,12,4,0,7,5,0,0,50,33,49,5.02,1.58,860
W ,Daniel Ponce de Leon SP | STL ,48,21,10,3,0,2,3,0,0,50,23,38,3.56,1.27,862
W ,Mike Leake SP | ARI ,46,25,13,7,1,5,5,0,0,30,7,53,4.47,1.29,867
W ,Shun Yamaguchi SP | TOR ,48,23,12,5,0,4,4,0,0,48,18,47,4.50,1.35,871
W ,Logan Gilbert SP | SEA ,55,25,13,5,0,4,5,0,0,55,21,55,4.55,1.37,872
W ,Ljay Newsome SP | SEA,55,25,13,5,0,4,5,0,0,55,21,55,4.55,1.37,872
W ,Tyler Phillips SP | TEX,49,25,12,5,0,4,5,0,0,50,19,49,4.53,1.37,878
W ,Spencer Howard SP | PHI ,42,23,11,4,0,4,4,0,0,43,16,42,4.43,1.36,879
W ,Bernardo Flores SP | CHW,49,25,12,5,0,4,5,0,0,49,19,49,4.56,1.38,880
W ,Matt Tomshaw SP | CHW,49,25,12,5,0,4,5,0,0,49,19,49,4.56,1.38,880
W ,Bryse Wilson SP | ATL ,52,23,12,4,0,5,3,0,0,48,21,53,4.85,1.42,882
W ,Matt Wisler RP | MIN ,56,44,0,0,0,3,3,1,0,64,15,60,5.11,1.33,884
W ,Patrick Sandoval SP | LAA,62,23,14,3,0,3,4,0,0,61,25,59,4.50,1.35,888
W ,Zack Godley RP | DET,53,22,10,3,0,4,5,0,0,49,22,50,4.86,1.34,894
User Abuser,Adam Plutko SP | CLE,49,24,12,5,0,4,5,0,0,37,12,51,4.74,1.28,898
W ,Foster Griffin SP | KC,52,25,13,5,0,3,5,0,0,53,20,52,4.44,1.37,899
W ,Brady Singer SP | KC ,52,25,13,5,0,3,5,0,0,53,20,52,4.44,1.37,899
W ,Thomas Pannone RP | TOR,62,39,0,0,0,3,2,1,0,56,23,55,5.20,1.25,901
W ,Logan Webb SP | SF,49,25,14,5,0,4,5,0,0,48,18,51,4.78,1.41,903
W ,Spencer Turnbull SP | DET ,146,33,33,11,0,5,15,0,0,145,51,169,5.15,1.50,905
W ,Devin Smeltzer SP | MIN ,38,20,8,3,0,3,2,0,0,34,12,38,4.03,1.32,906
Crime Pays,Elieser Hernandez SP | MIA ,51,23,11,2,0,3,5,0,0,48,17,48,4.91,1.27,909
W ,Tyler Mahle SP | CIN ,45,25,13,4,0,4,5,0,0,46,15,48,5.12,1.38,910
W ,Anthony Kay SP | TOR ,43,22,10,3,0,3,3,0,0,43,16,43,4.53,1.35,913
W ,Tyler Chatwood RP | CHC ,114,26,26,5,0,5,8,0,0,106,59,120,4.66,1.57,915
Shits & Giggles,Rich Hill SP | MIN ,22,12,6,2,0,2,1,0,0,25,8,19,3.22,1.21,917
W ,Michael Wacha SP | NYM,45,25,12,4,0,4,3,0,0,38,20,48,4.34,1.49,927
W ,Adbert Alzolay SP | CHC,37,22,9,3,0,4,3,0,0,37,16,37,5.11,1.43,930
W ,Erik Swanson RP | SEA ,38,20,8,3,0,2,3,0,0,34,7,33,5.21,1.05,931
Tittys Warriors,Ariel Jurado SP | TEX ,56,25,12,4,1,5,7,0,0,35,15,61,5.24,1.34,932
W ,Sterling Sharp SP | MIA,53,50,0,0,0,2,2,0,0,53,20,52,4.42,1.36,934
W ,Cristian Javier SP | HOU ,30,20,7,3,0,3,2,0,0,30,11,30,4.50,1.37,935
W ,Tanner Houck SP | BOS,31,19,6,2,0,3,2,0,0,32,12,31,4.60,1.37,937
W ,Jorge Lopez RP | KC ,134,29,29,7,0,6,11,0,0,103,39,152,5.37,1.43,940
Orange-a-Tangs,Jharel Cotton SP | CHC,31,20,8,3,0,3,3,0,0,31,12,31,4.60,1.37,943
W ,Taylor Clarke SP | ARI ,48,25,13,3,0,4,4,0,0,39,17,48,5.25,1.35,944
W ,Tyler Alexander SP | DET ,57,25,13,4,0,2,6,0,0,53,12,64,4.58,1.33,946
Floaters and Sinkers,Tyson Ross SP | SF ,49,23,12,5,0,4,6,0,0,39,22,48,4.93,1.42,948
W ,Chris Stratton RP | PIT,59,25,13,4,0,4,6,0,0,50,22,63,5.01,1.43,951
W ,Jordan Zimmermann SP | DET ,131,29,29,8,0,5,12,0,0,112,31,154,5.50,1.41,953
W ,Chad Kuhl SP | PIT ,43,22,10,5,0,3,4,0,0,42,17,45,4.61,1.44,954
Old Dirty Bugg,Jhoulys Chacin SP | MIN ,35,18,9,2,0,3,3,0,0,32,15,34,4.79,1.37,956
W ,Justin Dunn SP | SEA ,44,22,10,3,0,2,3,0,0,42,25,38,4.06,1.42,958
W ,Keegan Akin SP | BAL,40,20,8,3,0,2,4,0,0,40,15,39,4.50,1.35,961
W ,Dillon Peters SP | LAA ,57,25,13,4,0,5,5,0,0,43,20,62,5.49,1.43,962
W ,Felix Hernandez SP | ATL ,48,25,13,3,0,4,5,0,0,39,16,50,5.55,1.36,967
W ,Kolby Allard SP | TEX ,50,25,12,4,0,4,5,0,0,41,20,55,4.86,1.50,971
W ,T.J. Zeuch SP | TOR,34,19,6,2,0,2,3,0,0,33,13,33,4.50,1.35,979
W ,David Hess SP | BAL,57,25,13,3,0,3,6,0,0,46,18,55,5.53,1.28,980
W ,Nick Neidert SP | MIA,36,20,8,3,0,2,4,0,0,36,14,36,4.50,1.39,981
W ,Nate Pearson SP | TOR ,26,17,4,2,0,2,2,0,0,27,10,26,4.39,1.35,982
W ,Jose Suarez SP | LAA,53,25,13,0,0,4,3,0,0,47,18,55,5.91,1.37,985
Disco Bush Horticulturists,Yusei Kikuchi SP | SEA ,155,33,33,14,1,6,11,0,0,108,41,191,4.97,1.49,987
Disco Bush Horticulturists,Antonio Senzatela SP | COL,56,25,13,4,0,5,7,0,0,37,21,60,5.46,1.45,988
W ,Erick Fedde SP | WAS ,45,25,12,3,0,4,3,0,0,28,19,47,4.80,1.47,989
W ,Tyler Anderson SP | SF ,39,20,11,4,0,3,3,0,0,39,14,40,5.67,1.36,992
Tittys Warriors,Gio Gonzalez SP | CHW ,132,29,29,6,0,6,7,0,0,104,62,147,4.90,1.58,996
W ,Robert Dugger SP | MIA,41,22,9,4,0,2,4,0,0,37,17,39,4.79,1.35,997
EVIL EMPIRE ,MacKenzie Gore SP | SD ,25,17,5,2,0,2,2,0,0,25,9,25,4.68,1.36,1002
W ,Joe Palumbo SP | TEX ,35,20,7,2,0,2,3,0,0,39,13,34,5.40,1.34,1003
W ,Ricardo Sanchez SP | STL,23,17,4,2,0,2,2,0,0,23,9,23,4.63,1.37,1005
W ,Jake Woodford SP | STL,23,17,4,2,0,2,2,0,0,23,9,23,4.63,1.37,1005
W ,Ronald Bolanos SP | SD,31,19,6,2,0,2,3,0,0,31,13,30,4.88,1.37,1007
W ,Deivi Garcia SP | NYY ,18,15,2,1,0,2,1,0,0,18,7,18,4.42,1.36,1008
W ,Andrew Kittredge RP | TB,44,46,0,0,0,2,1,1,0,50,14,52,5.24,1.48,1011
W ,Taylor Cole RP | LAA,25,15,0,0,0,2,1,0,0,25,10,24,5.04,1.36,1015
W ,Dean Kremer SP | BAL,28,17,4,2,0,1,2,0,0,29,11,28,4.39,1.36,1019
Disco Bush Horticulturists,Drew Pomeranz RP | SD ,25,21,0,0,0,0,1,4,1,31,11,26,5.04,1.48,1020
W ,Jefry Rodriguez SP | CLE ,46,25,12,3,0,3,6,0,0,34,25,44,4.89,1.50,1023
W ,Ryan Borucki SP | TOR ,53,25,13,7,0,3,5,0,0,39,21,60,4.72,1.52,1025
W ,Rico Garcia SP | SF,25,17,5,2,0,2,2,0,0,23,10,26,5.04,1.44,1027
W ,Nick Margevicius SP | SEA,54,25,13,3,0,3,7,0,0,40,15,58,5.67,1.35,1030
W ,Glenn Sparkman SP | KC,62,25,13,3,0,3,7,0,0,39,18,68,5.17,1.37,1031
W ,Rony Garcia SP | DET,24,22,0,0,0,1,1,0,0,24,9,24,4.44,1.36,1032
W ,Michael Fulmer SP | DET ,26,12,6,3,0,1,3,0,0,23,9,25,4.72,1.27,1037
W ,Derek Holland RP | PIT ,31,26,0,0,0,1,1,0,0,31,14,29,4.83,1.36,1038
W ,Jeff Hoffman SP | COL ,42,22,9,0,0,2,4,0,0,41,18,41,5.70,1.38,1040
Los Cerveceros,Carlos Rodon SP | CHW ,16,8,4,2,0,1,2,0,0,16,7,14,4.50,1.31,1041
W ,Ross Detwiler SP | CHW,42,22,9,2,0,3,4,0,0,27,14,45,5.53,1.39,1044
Old Dirty Bugg,Anderson Espinoza SP | SD ,12,8,2,1,0,1,1,0,0,12,4,12,4.50,1.33,1051
W ,Scott Moss SP | CLE,17,18,0,0,0,1,1,0,0,17,7,17,4.67,1.38,1053
W ,Hector Velazquez RP | BOS,47,23,12,0,0,2,5,0,0,38,20,52,4.72,1.51,1054
W ,Kyle Hart SP | BOS ,10,10,0,0,0,1,0,0,0,10,4,10,4.36,1.35,1057
W ,Nick Pivetta RP | PHI ,29,21,0,0,0,1,2,0,0,31,11,31,5.16,1.42,1062
W ,Shaun Anderson SP | SF ,18,17,0,0,0,0,1,4,1,14,7,20,5.30,1.45,1070
W ,Ivan Nova SP | DET,47,32,10,0,0,2,4,0,0,38,13,58,5.29,1.49,1083
W ,Franklin Perez SP | DET,10,10,0,0,0,0,0,0,0,11,4,11,4.22,1.41,1096
W ,Blake Taylor SP | HOU,5,6,0,0,0,0,0,0,0,6,2,5,4.76,1.24,1106
W ,Brian Johnson RP | BOS ,52,25,13,0,0,2,4,0,0,45,24,61,4.99,1.62,1111
W ,Colin Rea SP | CHC ,6,6,0,0,0,0,0,0,0,6,2,6,4.50,1.33,1114
